customer_id,segment,join_date,city,preferred_channel,frequency_target,recency_target,aov_min,aov_max,product_variety,discount_prone
CUST001060,Champions,2021-12-08,Bangalore,Mobile_App,6,26,5000,9000,4,False
CUST001061,Champions,2020-05-31,Kolkata,Store,6,9,5000,9000,4,False
CUST001062,Champions,2022-03-26,Mumbai,Online,7,21,5000,9000,3,False
CUST001063,Champions,2020-12-28,Kolkata,Mobile_App,11,4,5000,9000,3,False
CUST001064,Champions,2022-03-30,Bangalore,Online,6,5,5000,9000,5,False
CUST001065,Champions,2022-03-12,Kolkata,Mobile_App,12,23,5000,9000,3,False
CUST001066,Champions,2022-03-17,Delhi,Online,12,1,5000,9000,4,False
CUST001067,Champions,2022-04-16,Ahmedabad,Online,8,26,5000,9000,3,False
CUST001068,Champions,2021-11-06,Pune,Online,8,8,5000,9000,3,False
CUST001069,Champions,2020-10-12,Chennai,Mobile_App,10,12,5000,9000,5,False
CUST001070,Champions,2021-07-03,Chennai,Store,6,28,5000,9000,4,False
CUST001071,Champions,2020-09-28,Mumbai,Store,10,13,5000,9000,4,False
CUST001072,Champions,2020-11-17,Kolkata,Mobile_App,10,3,5000,9000,4,False
CUST001073,Champions,2020-07-13,Hyderabad,Store,11,13,5000,9000,3,False
CUST001074,Champions,2022-04-05,Pune,Online,9,2,5000,9000,5,False
CUST001075,Champions,2021-09-30,Chennai,Mobile_App,12,3,5000,9000,5,False
CUST001076,Champions,2021-06-03,Hyderabad,Mobile_App,9,10,5000,9000,4,False
CUST001077,Champions,2021-07-21,Bangalore,Store,9,21,5000,9000,4,False
CUST001078,Champions,2020-06-27,Hyderabad,Online,10,26,5000,9000,3,False
CUST001079,Champions,2020-08-03,Kolkata,Mobile_App,10,20,5000,9000,4,False
CUST001080,Champions,2021-03-28,Pune,Mobile_App,9,25,5000,9000,5,False
CUST001081,Champions,2020-03-27,Hyderabad,Mobile_App,11,20,5000,9000,5,False
CUST001082,Champions,2022-04-18,Pune,Mobile_App,8,7,5000,9000,3,False
CUST001083,Champions,2020-02-17,Pune,Online,10,27,5000,9000,3,False
CUST001084,Champions,2022-06-26,Pune,Mobile_App,11,12,5000,9000,4,False
CUST001085,Champions,2020-05-31,Mumbai,Store,12,13,5000,9000,3,False
CUST001086,Champions,2021-12-13,Ahmedabad,Store,10,7,5000,9000,3,False
CUST001087,Champions,2022-03-31,Ahmedabad,Mobile_App,10,17,5000,9000,5,False
CUST001088,Champions,2022-02-12,Ahmedabad,Mobile_App,12,23,5000,9000,5,False
CUST001089,Champions,2021-07-15,Ahmedabad,Store,11,27,5000,9000,4,False
CUST001090,Champions,2022-02-08,Pune,Mobile_App,8,24,5000,9000,5,False
CUST001091,Champions,2020-09-01,Hyderabad,Online,6,22,5000,9000,4,False
CUST001092,Champions,2020-12-09,Chennai,Mobile_App,6,4,5000,9000,3,False
CUST001093,Champions,2021-12-11,Bangalore,Mobile_App,7,2,5000,9000,4,False
CUST001094,Champions,2021-07-09,Ahmedabad,Online,6,6,5000,9000,4,False
CUST001095,Champions,2022-02-27,Mumbai,Mobile_App,9,15,5000,9000,3,False
CUST001096,Champions,2020-11-01,Kolkata,Online,10,23,5000,9000,5,False
CUST001097,Champions,2021-09-09,Pune,Online,7,8,5000,9000,4,False
CUST001098,Champions,2021-02-02,Chennai,Mobile_App,11,25,5000,9000,4,False
CUST001099,Champions,2022-05-10,Ahmedabad,Store,10,17,5000,9000,3,False
CUST001100,Champions,2021-08-29,Mumbai,Store,11,13,5000,9000,3,False
CUST001101,Champions,2020-07-05,Mumbai,Online,9,10,5000,9000,3,False
CUST001102,Champions,2020-12-11,Kolkata,Online,12,30,5000,9000,4,False
CUST001103,Champions,2020-03-24,Ahmedabad,Store,11,17,5000,9000,3,False
CUST001104,Champions,2020-12-24,Pune,Mobile_App,6,24,5000,9000,5,True
CUST001105,Champions,2020-02-01,Pune,Store,12,0,5000,9000,5,False
CUST001106,Champions,2020-05-09,Ahmedabad,Mobile_App,6,18,5000,9000,3,False
CUST001107,Champions,2020-09-19,Chennai,Store,10,19,5000,9000,5,False
CUST001108,Champions,2022-03-07,Bangalore,Online,6,18,5000,9000,3,False
CUST001109,Champions,2021-08-12,Kolkata,Online,11,6,5000,9000,3,False
CUST001110,Champions,2022-04-30,Pune,Store,11,24,5000,9000,4,False
CUST001111,Champions,2021-09-06,Delhi,Mobile_App,12,1,5000,9000,4,False
CUST001112,Champions,2021-11-08,Chennai,Store,10,20,5000,9000,4,True
CUST001113,Champions,2021-03-06,Ahmedabad,Store,9,30,5000,9000,4,False
CUST001114,Champions,2022-04-28,Ahmedabad,Mobile_App,7,13,5000,9000,3,False
CUST001115,Champions,2021-10-28,Hyderabad,Mobile_App,12,29,5000,9000,5,False
CUST001116,Champions,2021-04-21,Kolkata,Mobile_App,10,8,5000,9000,4,False
CUST001117,Champions,2022-04-30,Delhi,Online,9,7,5000,9000,4,False
CUST001118,Champions,2021-11-15,Kolkata,Online,6,15,5000,9000,4,False
CUST001119,Champions,2020-08-05,Chennai,Online,8,8,5000,9000,5,False
CUST001120,Champions,2020-10-09,Mumbai,Mobile_App,7,2,5000,9000,3,False
CUST001121,Champions,2021-05-15,Pune,Mobile_App,9,20,5000,9000,5,False
CUST001122,Champions,2022-03-22,Mumbai,Store,8,7,5000,9000,4,False
CUST001123,Champions,2020-11-09,Chennai,Online,10,16,5000,9000,4,False
CUST001124,Champions,2022-02-02,Chennai,Online,11,14,5000,9000,4,False
CUST001125,Champions,2020-08-24,Delhi,Mobile_App,7,10,5000,9000,3,False
CUST001126,Champions,2022-02-19,Bangalore,Store,7,23,5000,9000,4,False
CUST001127,Champions,2021-08-26,Hyderabad,Store,12,6,5000,9000,4,False
CUST001128,Champions,2020-07-02,Hyderabad,Store,11,17,5000,9000,3,False
CUST001129,Champions,2020-02-25,Hyderabad,Mobile_App,7,20,5000,9000,4,False
CUST001130,Champions,2020-01-13,Hyderabad,Online,9,14,5000,9000,4,False
CUST001131,Champions,2020-02-22,Hyderabad,Online,6,26,5000,9000,3,False
CUST001132,Champions,2020-03-16,Mumbai,Store,7,25,5000,9000,5,False
CUST001133,Champions,2020-03-28,Pune,Store,10,24,5000,9000,4,False
CUST001134,Champions,2022-03-20,Pune,Mobile_App,9,14,5000,9000,4,False
CUST001135,Champions,2021-08-25,Kolkata,Online,10,19,5000,9000,3,False
CUST001136,Champions,2022-01-27,Delhi,Store,11,6,5000,9000,4,False
CUST001137,Champions,2020-06-09,Pune,Store,10,2,5000,9000,3,True
CUST001138,Champions,2021-04-06,Ahmedabad,Online,6,7,5000,9000,4,False
CUST001139,Champions,2021-12-20,Ahmedabad,Store,11,7,5000,9000,4,False
CUST001140,Champions,2021-10-02,Pune,Online,6,17,5000,9000,3,False
CUST001141,Champions,2020-09-29,Bangalore,Store,6,5,5000,9000,4,False
CUST001142,Champions,2022-04-24,Hyderabad,Online,6,14,5000,9000,5,False
CUST001143,Champions,2021-02-16,Hyderabad,Mobile_App,10,15,5000,9000,4,True
CUST001144,Champions,2020-02-10,Kolkata,Mobile_App,8,19,5000,9000,4,True
CUST001145,Champions,2020-08-22,Mumbai,Mobile_App,12,8,5000,9000,5,True
CUST001146,Champions,2022-02-13,Bangalore,Online,10,20,5000,9000,4,False
CUST001147,Champions,2020-07-04,Kolkata,Mobile_App,12,15,5000,9000,3,False
CUST001148,Champions,2021-02-22,Chennai,Online,11,3,5000,9000,3,False
CUST001149,Champions,2021-12-11,Ahmedabad,Online,11,30,5000,9000,4,False
CUST001150,Champions,2021-07-17,Mumbai,Online,6,10,5000,9000,4,False
CUST001151,Champions,2022-03-02,Kolkata,Mobile_App,12,0,5000,9000,5,False
CUST001152,Champions,2021-04-18,Kolkata,Store,7,16,5000,9000,4,False
CUST001153,Champions,2021-05-25,Ahmedabad,Store,7,8,5000,9000,5,False
CUST001154,Champions,2020-10-21,Ahmedabad,Mobile_App,9,3,5000,9000,3,False
CUST001155,Champions,2021-09-15,Pune,Mobile_App,7,9,5000,9000,5,True
CUST001156,Champions,2021-02-21,Delhi,Store,12,29,5000,9000,3,False
CUST001157,Champions,2020-04-30,Bangalore,Online,11,9,5000,9000,5,False
CUST001158,Champions,2021-03-01,Ahmedabad,Online,7,14,5000,9000,5,False
CUST001159,Champions,2020-07-14,Bangalore,Store,8,24,5000,9000,4,False
CUST001160,Champions,2022-03-17,Hyderabad,Store,8,23,5000,9000,4,False
CUST001161,Champions,2021-08-16,Ahmedabad,Store,9,17,5000,9000,4,False
CUST001162,Champions,2021-07-19,Kolkata,Online,8,27,5000,9000,3,False
CUST001163,Champions,2020-09-01,Kolkata,Store,12,24,5000,9000,4,True
CUST001164,Champions,2022-02-01,Ahmedabad,Mobile_App,12,12,5000,9000,4,False
CUST001165,Champions,2022-03-22,Bangalore,Online,6,4,5000,9000,5,False
CUST001166,Champions,2020-12-05,Delhi,Online,6,16,5000,9000,4,True
CUST001167,Champions,2020-05-27,Kolkata,Mobile_App,7,2,5000,9000,4,False
CUST001168,Champions,2020-09-28,Chennai,Mobile_App,11,12,5000,9000,5,True
CUST001169,Champions,2020-12-02,Kolkata,Online,11,22,5000,9000,4,False
CUST001170,Champions,2020-02-06,Delhi,Store,11,21,5000,9000,4,False
CUST001171,Champions,2022-02-03,Delhi,Online,6,24,5000,9000,5,False
CUST001172,Champions,2020-04-12,Ahmedabad,Store,11,9,5000,9000,3,True
CUST001173,Champions,2022-03-26,Mumbai,Online,8,11,5000,9000,4,False
CUST001174,Champions,2021-06-27,Kolkata,Mobile_App,11,25,5000,9000,3,False
CUST001175,Champions,2020-03-21,Kolkata,Mobile_App,11,7,5000,9000,4,False
CUST001176,Champions,2020-05-26,Pune,Online,11,8,5000,9000,4,False
CUST001177,Champions,2020-01-10,Ahmedabad,Online,11,17,5000,9000,3,True
CUST001178,Champions,2020-12-19,Hyderabad,Mobile_App,9,22,5000,9000,4,False
CUST001179,Champions,2020-11-05,Pune,Online,12,15,5000,9000,3,False
CUST001180,Champions,2021-08-08,Chennai,Mobile_App,8,22,5000,9000,4,True
CUST001181,Champions,2022-04-29,Kolkata,Online,6,18,5000,9000,5,False
CUST001182,Champions,2020-02-20,Ahmedabad,Online,12,25,5000,9000,3,False
CUST001183,Champions,2020-12-26,Pune,Mobile_App,7,19,5000,9000,4,False
CUST001184,Champions,2022-01-08,Bangalore,Mobile_App,6,28,5000,9000,5,False
CUST001185,Champions,2020-11-12,Ahmedabad,Store,10,11,5000,9000,5,False
CUST001186,Champions,2020-10-29,Chennai,Mobile_App,9,5,5000,9000,3,False
CUST001187,Champions,2021-07-06,Chennai,Mobile_App,10,29,5000,9000,4,False
CUST001188,Champions,2020-09-20,Ahmedabad,Online,11,27,5000,9000,4,False
CUST001189,Champions,2021-04-24,Delhi,Store,12,30,5000,9000,3,False
CUST001190,Champions,2022-01-11,Kolkata,Mobile_App,8,2,5000,9000,4,True
CUST001191,Champions,2021-07-03,Delhi,Online,8,21,5000,9000,5,False
CUST001192,Champions,2021-08-21,Kolkata,Mobile_App,8,3,5000,9000,5,False
CUST001193,Champions,2020-01-26,Chennai,Mobile_App,7,20,5000,9000,3,False
CUST001194,Champions,2021-04-20,Hyderabad,Mobile_App,9,3,5000,9000,3,True
CUST001195,Champions,2020-02-08,Hyderabad,Online,6,3,5000,9000,3,False
CUST001196,Champions,2020-05-18,Kolkata,Online,8,21,5000,9000,5,False
CUST001197,Champions,2021-07-07,Kolkata,Mobile_App,11,23,5000,9000,3,False
CUST001198,Champions,2021-11-01,Delhi,Online,10,13,5000,9000,4,True
CUST001199,Champions,2021-01-14,Pune,Online,9,30,5000,9000,3,False
CUST001200,Champions,2020-04-11,Chennai,Mobile_App,11,11,5000,9000,3,False
CUST001201,Champions,2020-07-13,Delhi,Online,6,21,5000,9000,3,False
CUST001202,Champions,2021-09-03,Mumbai,Store,12,10,5000,9000,3,False
CUST001203,Champions,2022-03-16,Pune,Store,12,24,5000,9000,5,False
CUST001204,Champions,2020-08-09,Pune,Online,12,4,5000,9000,5,True
CUST001205,Champions,2022-05-29,Bangalore,Store,10,8,5000,9000,3,False
CUST001206,Champions,2022-06-06,Mumbai,Store,6,11,5000,9000,3,False
CUST001207,Champions,2020-01-17,Bangalore,Online,6,4,5000,9000,5,False
CUST001208,Champions,2020-04-26,Delhi,Online,9,24,5000,9000,4,False
CUST001209,Champions,2020-04-21,Ahmedabad,Mobile_App,7,30,5000,9000,5,True
CUST001210,Champions,2022-03-13,Hyderabad,Online,11,30,5000,9000,3,True
CUST001211,Champions,2021-05-05,Kolkata,Online,11,3,5000,9000,4,False
CUST001212,Champions,2021-03-30,Delhi,Store,8,19,5000,9000,3,True
CUST001213,Champions,2020-10-08,Chennai,Online,10,16,5000,9000,4,False
CUST001214,Champions,2021-09-11,Kolkata,Store,12,22,5000,9000,3,False
CUST001215,Champions,2021-10-28,Pune,Online,9,28,5000,9000,3,False
CUST001216,Champions,2022-04-27,Ahmedabad,Online,9,23,5000,9000,3,False
CUST001217,Champions,2020-11-16,Hyderabad,Online,7,21,5000,9000,4,True
CUST001218,Champions,2022-05-01,Delhi,Store,9,3,5000,9000,5,False
CUST001219,Champions,2022-04-11,Bangalore,Mobile_App,6,18,5000,9000,5,False
CUST001220,Champions,2021-11-17,Delhi,Online,8,27,5000,9000,5,False
CUST001221,Champions,2021-03-09,Mumbai,Online,10,9,5000,9000,4,False
CUST001222,Champions,2021-06-03,Pune,Store,11,15,5000,9000,3,False
CUST001223,Champions,2020-12-24,Chennai,Store,12,8,5000,9000,5,False
CUST001224,Champions,2021-03-15,Mumbai,Mobile_App,11,26,5000,9000,5,False
CUST001225,Champions,2020-07-03,Hyderabad,Mobile_App,12,9,5000,9000,4,False
CUST001226,Champions,2020-07-04,Bangalore,Mobile_App,11,12,5000,9000,3,False
CUST001227,Champions,2021-10-10,Mumbai,Store,11,16,5000,9000,3,False
CUST001228,Champions,2021-04-09,Chennai,Store,8,9,5000,9000,5,False
CUST001229,Champions,2021-08-04,Delhi,Store,7,5,5000,9000,5,True
CUST001230,Champions,2020-03-24,Hyderabad,Online,11,13,5000,9000,4,False
CUST001231,Champions,2021-02-28,Hyderabad,Store,12,16,5000,9000,3,False
CUST001232,Champions,2020-04-23,Hyderabad,Mobile_App,11,18,5000,9000,4,False
CUST001233,Champions,2020-11-11,Mumbai,Store,9,19,5000,9000,3,True
CUST001234,Champions,2020-11-04,Pune,Store,12,8,5000,9000,4,False
CUST001235,Champions,2020-01-08,Ahmedabad,Mobile_App,9,5,5000,9000,3,False
CUST001236,Champions,2021-12-21,Pune,Mobile_App,10,26,5000,9000,5,False
CUST001237,Champions,2020-03-14,Kolkata,Mobile_App,6,13,5000,9000,3,False
CUST001238,Champions,2020-03-20,Chennai,Mobile_App,9,18,5000,9000,4,False
CUST001239,Champions,2021-03-03,Hyderabad,Store,9,0,5000,9000,4,False
CUST001240,Champions,2021-09-24,Ahmedabad,Mobile_App,8,2,5000,9000,4,False
CUST001241,Champions,2020-09-06,Kolkata,Mobile_App,9,16,5000,9000,3,False
CUST001242,Champions,2020-11-13,Chennai,Store,8,24,5000,9000,3,True
CUST001243,Champions,2021-10-10,Delhi,Mobile_App,10,6,5000,9000,4,False
CUST001244,Champions,2022-04-18,Bangalore,Store,6,4,5000,9000,4,False
CUST001245,Champions,2021-09-08,Bangalore,Mobile_App,6,5,5000,9000,5,False
CUST001246,Champions,2022-02-11,Ahmedabad,Mobile_App,10,20,5000,9000,5,False
CUST001247,Champions,2020-11-26,Chennai,Store,9,2,5000,9000,4,False
CUST001248,Champions,2020-11-06,Hyderabad,Mobile_App,6,11,5000,9000,5,True
CUST001249,Champions,2021-04-17,Ahmedabad,Store,6,11,5000,9000,4,True
CUST001250,Champions,2022-06-03,Delhi,Mobile_App,10,16,5000,9000,4,False
CUST001251,Champions,2021-07-21,Mumbai,Online,12,18,5000,9000,5,False
CUST001252,Champions,2021-09-11,Ahmedabad,Mobile_App,7,30,5000,9000,3,False
CUST001253,Champions,2022-04-10,Chennai,Mobile_App,6,16,5000,9000,5,False
CUST001254,Champions,2020-09-10,Ahmedabad,Online,10,16,5000,9000,5,False
CUST001255,Champions,2021-01-16,Hyderabad,Online,9,24,5000,9000,4,False
CUST001256,Champions,2020-02-23,Chennai,Store,8,3,5000,9000,5,False
CUST001257,Champions,2020-10-17,Hyderabad,Mobile_App,12,21,5000,9000,5,False
CUST001258,Champions,2020-12-07,Delhi,Mobile_App,11,4,5000,9000,4,False
CUST001259,Champions,2021-11-02,Kolkata,Store,10,22,5000,9000,3,False
CUST001260,Champions,2021-01-20,Chennai,Store,11,22,5000,9000,5,False
CUST001261,Champions,2021-06-23,Delhi,Mobile_App,11,13,5000,9000,5,False
CUST001262,Champions,2021-01-06,Hyderabad,Store,7,10,5000,9000,4,False
CUST001263,Champions,2020-05-20,Bangalore,Store,8,27,5000,9000,3,False
CUST001264,Champions,2021-07-06,Mumbai,Mobile_App,8,28,5000,9000,5,False
CUST001265,Champions,2021-01-20,Bangalore,Store,7,26,5000,9000,5,False
CUST001266,Champions,2022-04-08,Bangalore,Mobile_App,9,1,5000,9000,4,False
CUST001267,Champions,2022-01-06,Pune,Online,10,9,5000,9000,5,False
CUST001268,Champions,2020-08-27,Pune,Online,12,25,5000,9000,4,False
CUST001269,Champions,2020-07-17,Chennai,Mobile_App,10,14,5000,9000,4,False
CUST001270,Champions,2022-03-07,Kolkata,Mobile_App,10,13,5000,9000,3,False
CUST001271,Champions,2022-03-31,Bangalore,Online,6,20,5000,9000,4,False
CUST001272,Champions,2021-07-21,Delhi,Mobile_App,12,16,5000,9000,3,False
CUST001273,Champions,2022-02-20,Bangalore,Online,9,28,5000,9000,5,False
CUST001274,Champions,2021-03-23,Delhi,Store,12,14,5000,9000,4,False
CUST001275,Champions,2021-02-28,Mumbai,Online,10,11,5000,9000,3,False
CUST001276,Champions,2020-03-24,Chennai,Store,6,10,5000,9000,3,False
CUST001277,Champions,2021-10-27,Chennai,Store,7,1,5000,9000,4,False
CUST001278,Champions,2021-04-28,Bangalore,Mobile_App,9,14,5000,9000,5,True
CUST001279,Champions,2020-03-22,Mumbai,Online,7,26,5000,9000,3,False
CUST001280,Champions,2022-01-14,Kolkata,Store,12,9,5000,9000,3,False
CUST001281,Champions,2020-02-18,Pune,Online,11,25,5000,9000,5,False
CUST001282,Champions,2020-04-23,Ahmedabad,Mobile_App,10,0,5000,9000,5,False
CUST001283,Champions,2020-09-04,Bangalore,Online,9,0,5000,9000,5,False
CUST001284,Champions,2021-08-07,Kolkata,Store,11,21,5000,9000,3,False
CUST001285,Champions,2021-01-04,Delhi,Mobile_App,10,16,5000,9000,5,False
CUST001286,Champions,2021-02-03,Ahmedabad,Store,11,12,5000,9000,4,False
CUST001287,Champions,2020-01-17,Chennai,Store,8,7,5000,9000,5,False
CUST001288,Champions,2020-04-16,Chennai,Store,6,11,5000,9000,5,False
CUST001289,Champions,2021-10-20,Bangalore,Mobile_App,9,22,5000,9000,4,False
CUST001290,Champions,2022-04-10,Bangalore,Store,11,24,5000,9000,4,True
CUST001291,Champions,2020-07-25,Mumbai,Store,6,10,5000,9000,4,False
CUST001292,Champions,2022-04-14,Ahmedabad,Online,6,24,5000,9000,5,False
CUST001293,Champions,2020-12-31,Mumbai,Mobile_App,8,8,5000,9000,3,False
CUST001294,Champions,2021-03-23,Kolkata,Mobile_App,9,28,5000,9000,4,False
CUST001295,Champions,2020-07-10,Ahmedabad,Mobile_App,9,11,5000,9000,5,False
CUST001296,Champions,2020-03-25,Kolkata,Store,9,19,5000,9000,3,False
CUST001297,Champions,2020-11-24,Delhi,Store,8,21,5000,9000,4,False
CUST001298,Champions,2021-09-09,Kolkata,Store,11,14,5000,9000,4,False
CUST001299,Champions,2022-01-14,Chennai,Mobile_App,9,8,5000,9000,5,False
CUST001300,Champions,2020-02-28,Delhi,Mobile_App,11,12,5000,9000,4,False
CUST001301,Champions,2022-02-06,Bangalore,Store,7,27,5000,9000,5,False
CUST001302,Champions,2021-03-24,Mumbai,Store,6,7,5000,9000,5,False
CUST001303,Champions,2021-01-27,Mumbai,Mobile_App,7,21,5000,9000,4,False
CUST001304,Champions,2021-01-15,Ahmedabad,Store,10,4,5000,9000,5,False
CUST001305,Champions,2020-11-17,Hyderabad,Store,6,0,5000,9000,5,False
CUST001306,Champions,2021-06-14,Kolkata,Mobile_App,6,8,5000,9000,4,False
CUST001307,Champions,2020-08-07,Hyderabad,Mobile_App,9,6,5000,9000,3,False
CUST001308,Champions,2020-03-16,Ahmedabad,Store,11,14,5000,9000,3,False
CUST001309,Champions,2022-05-15,Chennai,Mobile_App,8,22,5000,9000,3,False
CUST001310,Champions,2020-10-24,Hyderabad,Store,11,22,5000,9000,5,False
CUST001311,Champions,2022-03-23,Chennai,Mobile_App,7,3,5000,9000,3,False
CUST001312,Champions,2020-08-30,Ahmedabad,Store,8,17,5000,9000,5,False
CUST001313,Champions,2022-04-02,Bangalore,Mobile_App,6,2,5000,9000,4,False
CUST001314,Champions,2022-01-04,Ahmedabad,Mobile_App,9,24,5000,9000,4,False
CUST001315,Champions,2020-03-16,Bangalore,Online,11,2,5000,9000,4,False
CUST001316,Champions,2021-06-13,Chennai,Store,12,24,5000,9000,5,False
CUST001317,Champions,2020-07-05,Bangalore,Online,10,29,5000,9000,3,False
CUST001318,Champions,2021-06-14,Bangalore,Online,7,5,5000,9000,4,False
CUST001319,Champions,2020-08-18,Chennai,Mobile_App,8,27,5000,9000,3,False
CUST001320,Champions,2021-10-12,Hyderabad,Store,11,9,5000,9000,5,False
CUST001321,Champions,2021-05-29,Bangalore,Mobile_App,10,4,5000,9000,3,False
CUST001322,Champions,2022-01-07,Chennai,Mobile_App,6,26,5000,9000,3,True
CUST001323,Champions,2021-10-18,Hyderabad,Mobile_App,7,24,5000,9000,5,False
CUST001324,Champions,2021-10-16,Mumbai,Online,11,17,5000,9000,4,False
CUST001325,Champions,2020-11-05,Ahmedabad,Store,12,25,5000,9000,5,False
CUST001326,Champions,2021-04-09,Delhi,Mobile_App,6,5,5000,9000,4,False
CUST001327,Champions,2021-04-20,Pune,Online,10,4,5000,9000,4,False
CUST001328,Champions,2020-11-22,Chennai,Online,7,24,5000,9000,4,False
CUST001329,Champions,2020-04-18,Chennai,Store,9,3,5000,9000,4,False
CUST001330,Champions,2020-05-24,Delhi,Store,8,30,5000,9000,4,False
CUST001331,Champions,2021-03-04,Pune,Store,12,10,5000,9000,5,False
CUST001332,Champions,2020-07-13,Bangalore,Online,10,14,5000,9000,4,False
CUST001333,Champions,2021-05-24,Mumbai,Store,9,16,5000,9000,4,False
CUST001334,Champions,2020-08-08,Chennai,Store,6,9,5000,9000,4,False
